#####################################################################################
#CompleteYeastFeatures.tab										
#
#This file was generated by David Gresham 10/13/2006
#
#To make this file I took the SGD_features.tab file and removed all features specified as CDS.
#Then I took the NotFeature.fasta file from SGD, extracted the headers and reformatted the information so the columns match the SGD_features.tab file.
#Finally I concatenated the two files and sorted them based on chromosome number, start position and end position.
#It looks like the Intergenic regions have inserted themselves at the right place, however use at your own risk.
#
#Following the SGD_features.tab file format I have included the following information:
#
#	<Primary SGDID> simply replaced with S00000000DG
#	<Feature Type> intergenic
#	<Feature name> between geneA and geneB
#	<chromosome> 
#	<start>
#	<stop>
####################################################################################

S000028544	ORF	Dubious	YEL020C-B			chromosome 5		5	117380	117183	C		7/29/03	7/29/03	Identified by fungal homology and RT-PCR
S0000000DG	intergenic		between YEL020W-A and RPR1			chromosome 5		5	117475	117666					
S000006490	ncRNA		RPR1	RPR1		chromosome 5	L000001748	5	118035	117667	C	-6	5/19/00	5/19/00	"RNA component of nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends; may be responsible for recognition of substrate tRNAs"
S000032263	noncoding_exon					RPR1		5	118035	117667	C		5/19/00	5/19/00	
S0000000DG	intergenic		between RPR1 and YELCtau1			chromosome 5		5	118036	118229					
S000006888	long_terminal_repeat		YELCtau1			chromosome 5		5	118551	118230	C		5/19/00	5/19/00	Ty4 LTR
S0000000DG	intergenic		between YELCtau1 and YEL020C			chromosome 5		5	118552	118616					
S000000746	ORF	Uncharacterized	YEL020C			chromosome 5		5	120299	118617	C		5/19/00	5/19/00	Hypothetical protein with low sequence identity to Pdc1p
S0000000DG	intergenic		between YEL020C and YEL019C			chromosome 5		5	120300	120497					
S000000745	ORF	Verified	YEL019C	MMS21		chromosome 5	L000001125	5	121301	120498	C		5/19/00	5/19/00	SUMO ligase involved in chromosomal organization and DNA repair; essential subunit of the Mms21-Smc5-Smc6 complex; mutants are sensitive to methyl methanesulfonate and show increased spontaneous mutation and mitotic recombination
S0000000DG	intergenic		between YEL019C and YEL018C-A			chromosome 5		5	121302	121454					
S000000744	ORF	Uncharacterized	YEL018W	EAF5		chromosome 5		5	121471	122310	W		5/19/00	5/19/00	"Esa1p-associated factor, subunit of the NuA4 acetyltransferase complex"
S000028742	ORF	Dubious	YEL018C-A			chromosome 5		5	121988	121455	C		7/29/03	7/29/03	Questionable ORF from MIPS
S0000000DG	intergenic		between YEL018W and YEL017C-A			chromosome 5		5	122311	122797					
S000002103	ORF	Verified	YEL017C-A	PMP2		chromosome 5	L000001454	5	122929	122798	C		5/19/00	5/19/00	Proteolipid associated with plasma membrane H(+)-ATPase (Pma1p); regulates plasma membrane H(+)-ATPase activity; nearly identical to PMP1
S0000000DG	intergenic		between YEL017C-A and YEL017W			chromosome 5		5	122930	123656					
S000000743	ORF	Uncharacterized	YEL017W	GTT3		chromosome 5		5	123657	124670	W		5/19/00	5/19/00	"Protein of unknown function with a possible role in glutathione metabolism, as suggested by computational analysis of large-scale protein-protein interaction data; GFP-fusion protein localizes to the nuclear periphery"
S0000000DG	intergenic		between YEL017W and YEL016C			chromosome 5		5	124671	124736					
S000000742	ORF	Verified	YEL016C	NPP2		chromosome 5		5	126218	124737	C		5/19/00	5/19/00	Nucleotide pyrophosphatase/phosphodiesterase family member; mediates extracellular nucleotide phosphate hydrolysis along with Npp1p and Pho5p; activity and expression enhanced during conditions of phosphate starvation
S0000000DG	intergenic		between YEL016C and YEL015W			chromosome 5		5	126219	126628					
S000000741	ORF	Verified	YEL015W	EDC3	LSM16|DCP3	chromosome 5		5	126629	128284	W		5/19/00	5/19/00	"Non-essential conserved protein of unknown function, plays a role in mRNA decapping by specifically affecting the function of the decapping enzyme Dcp1p; localizes to cytoplasmic mRNA processing bodies"
S0000000DG	intergenic		between YEL015W and YEL014C			chromosome 5		5	128285	128302					
S000000740	ORF	Dubious	YEL014C			chromosome 5		5	128608	128303	C		5/19/00	5/19/00	Hypothetical protein
S0000000DG	intergenic		between YEL014C and YEL013W			chromosome 5		5	128609	128824					
S000000739	ORF	Verified	YEL013W	VAC8	YEB3	chromosome 5	L000004028	5	128825	130561	W		5/19/00	5/19/00	"Phosphorylated vacuolar membrane protein that interacts with Atg13p, required for the cytoplasm-to-vacuole targeting (Cvt) pathway; interacts with Nvj1p to form nucleus-vacuole junctions"
S0000000DG	intergenic		between YEL013W and tQ(UUG)E2			chromosome 5		5	130562	131081					
S000006697	tRNA		tQ(UUG)E2			chromosome 5	L000003807	5	131153	131082	C		5/19/00	5/19/00	tRNA-Gln
S000034949	noncoding_exon					tQ(UUG)E2		5	131153	131082	C		5/19/00	5/19/00	
S0000000DG	intergenic		between tQ(UUG)E2 and YEL012W			chromosome 5		5	131154	131771					
S000000738	ORF	Verified	YEL012W	UBC8	GID3	chromosome 5	L000002410	5	131772	132551	W		5/19/00	5/19/00	"Ubiquitin-conjugating enzyme that negatively regulates gluconeogenesis by mediating the glucose-induced ubiquitination of fructose-1,6-bisphosphatase (FBPase); cytoplasmic enzyme that catalyzes the ubiquitination of histones in vitro"
S000033014	intron					YEL012W		5	131777	131899	W		5/19/00	5/19/00	
S0000000DG	intergenic		between YEL012W and YEL011W			chromosome 5		5	132552	133119					
S000000737	ORF	Verified	YEL011W	GLC3	GHA1	chromosome 5	L000000705	5	133120	135234	W	-2	5/19/00	5/19/00	"Glycogen branching enzyme, involved in glycogen accumulation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
S0000000DG	intergenic		between YEL011W and tK(CUU)E1			chromosome 5		5	135235	135424					
S000006618	tRNA		tK(CUU)E1			chromosome 5	L000003806	5	135497	135425	C		5/19/00	5/19/00	tRNA-Lys
S000037790	noncoding_exon					tK(CUU)E1		5	135497	135425	C		5/19/00	5/19/00	
S0000000DG	intergenic		between tK(CUU)E1 and YELCdelta4			chromosome 5		5	135498	135611					
S000006887	long_terminal_repeat		YELCdelta4			chromosome 5		5	135939	135612	C		5/19/00	5/19/00	Ty1 LTR
S0000000DG	intergenic		between YELCdelta4 and YEL010W			chromosome 5		5	135940	136278					
S000000736	ORF	Dubious	YEL010W			chromosome 5		5	136279	136629	W		5/19/00	5/19/00	Hypothetical protein
S000028741	ORF	Dubious	YEL009C-A			chromosome 5		5	136778	136371	C		7/29/03	7/29/03	Questionable ORF from MIPS
S0000000DG	intergenic		between YEL009C-A and YELWdelta5			chromosome 5		5	136779	137323					
S000006891	long_terminal_repeat		YELWdelta5			chromosome 5		5	137324	137639	W		5/19/00	5/19/00	Ty1 LTR
S0000000DG	intergenic		between YELWdelta5 and YELWdelta6			chromosome 5		5	137640	138220					
S000006892	long_terminal_repeat		YELWdelta6			chromosome 5		5	138221	138553	W		5/19/00	5/19/00	Ty1 LTR
S0000000DG	intergenic		between YELWdelta6 and tR(UCU)E			chromosome 5		5	138554	138665					
S000006710	tRNA		tR(UCU)E			chromosome 5	L000003791	5	138666	138737	W		5/19/00	5/19/00	"tRNA-Arg (Arg3), one of 11 nuclear tRNA genes containing the tDNA-anticodon UCU (converted to mcm5-UCU in the mature tRNA), decodes AGA codons into arginine, one of 19 nuclear tRNAs for arginine"
S000037841	noncoding_exon					tR(UCU)E		5	138666	138737	W		5/19/00	5/19/00	
S0000000DG	intergenic		between tR(UCU)E and YEL009C			chromosome 5		5	138738	138917					
S000000735	ORF	Verified	YEL009C	GCN4	ARG9|AAS3	chromosome 5	L000000683	5	139763	138918	C	-3	5/19/00	5/19/00	Transcriptional activator of amino acid biosynthetic genes in response to amino acid starvation; expression is tightly regulated at both the transcriptional and translational levels
S0000000DG	intergenic		between YEL009C and YEL008W			chromosome 5		5	139764	140511					
S000000734	ORF	Dubious	YEL008W			chromosome 5		5	140512	140892	W		5/19/00	5/19/00	Hypothetical protein predicted to be involved in metabolism
S000028618	ORF	Dubious	YEL008C-A			chromosome 5		5	140818	140726	C		7/29/03	7/29/03	"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S0000000DG	intergenic		between YEL008W and YEL007W			chromosome 5		5	140893	141890					
S000000733	ORF	Uncharacterized	YEL007W		TOS9	chromosome 5		5	141891	143891	W		5/19/00	5/19/00	Putative protein with sequence similarity to S. pombe gti1+ (gluconate transport inducer 1)
S0000000DG	intergenic		between YEL007W and YEL006W			chromosome 5		5	143892	144325					
S000000732	ORF	Verified	YEL006W	YEA6	NDT2	chromosome 5		5	144326	145333	W		5/19/00	5/19/00	"Putative mitochondrial NAD+ transporter, member of the mitochondrial carrier subfamily (see also YIA6); has putative human ortholog"
S000077382	ARS		ARS510			chromosome 5		5	145333	145906			10/19/04	10/19/04	Autonomously Replicating Sequence
S000000731	ORF	Verified	YEL005C	VAB2	VAB31	chromosome 5		5	146754	145906	C		5/19/00	5/19/00	"Protein with a potential role in vacuolar function, as suggested by its ability to bind Vac8p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
S0000000DG	intergenic		between YEL005C and YEL004W			chromosome 5		5	146755	146949					
S000000730	ORF	Verified	YEL004W	YEA4		chromosome 5	L000004419	5	146950	147978	W		5/19/00	5/19/00	Uridine diphosphate-N-acetylglucosamine (UDP-GlcNAc) transporter required for cell wall chitin synthesis; localized to the ER
S0000000DG	intergenic		between YEL004W and YEL003W			chromosome 5		5	147979	148226					
S000000729	ORF	Verified	YEL003W	GIM4	PFD2	chromosome 5	L000004368	5	148227	148598	W		5/19/00	5/19/00	Subunit of the heterohexameric cochaperone prefoldin complex which binds specifically to cytosolic chaperonin and transfers target proteins to it
S0000000DG	intergenic		between YEL003W and YEL002C			chromosome 5		5	148599	148720					
S000000728	ORF	Verified	YEL002C	WBP1		chromosome 5	L000002483	5	150013	148721	C		5/19/00	5/19/00	Beta subunit of the oligosaccharyl transferase (OST) glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum
S0000000DG	intergenic		between YEL002C and YEL001C			chromosome 5		5	150014	150299					
S000000727	ORF	Uncharacterized	YEL001C			chromosome 5		5	150977	150300	C		5/19/00	5/19/00	Putative protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; YEL001C is non-essential
S0000000DG	intergenic		between YEL001C and CEN5			chromosome 5		5	150978	151985					
S000077269	CDEI					CEN5		5	151986	151995	W		10/4/04	10/4/04	
S000006467	centromere		CEN5	CEN5		chromosome 5	L000000298	5	151986	152103	W	0	5/8/06	2000-05-19|2006-05-08	Chromosome V centromere
S000077270	CDEII					CEN5		5	151996	152078	W		10/4/04	10/4/04	
S000077271	CDEIII					CEN5		5	152079	152103	W		10/4/04	10/4/04	
S0000000DG	intergenic		between CEN5 and YER001W			chromosome 5		5	152104	153518					
S000000803	ORF	Verified	YER001W	MNN1		chromosome 5	L000001126	5	153519	155807	W	0	5/19/00	5/19/00	"Alpha-1,3-mannosyltransferase, integral membrane glycoprotein of the Golgi complex, required for addition of alpha1,3-mannose linkages to N-linked and O-linked oligosaccharides, one of five S. cerevisiae proteins of the MNN1 family"
S0000000DG	intergenic		between YER001W and YER002W			chromosome 5		5	155808	156801					
S000000804	ORF	Verified	YER002W	NOP16		chromosome 5		5	156802	157497	W		5/19/00	5/19/00	"Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis"
S0000000DG	intergenic		between YER002W and YER003C			chromosome 5		5	157498	157734					
S000033754	intron					YER003C		5	159086	158994	C		5/19/00	5/19/00	
S000000805	ORF	Verified	YER003C	PMI40	PMI	chromosome 5	L000001452	5	159117	157735	C		5/19/00	5/19/00	"Mannose-6-phosphate isomerase, catalyzes the interconversion of fructose-6-P and mannose-6-P; required for early steps in protein mannosylation"
S0000000DG	intergenic		between YER003C and YER004W			chromosome 5		5	159118	159578					
S000000806	ORF	Verified	YER004W			chromosome 5		5	159579	160274	W		5/19/00	5/19/00	"Protein of unknown function, localized to the mitochondrial outer membrane"
S0000000DG	intergenic		between YER004W and YER005W			chromosome 5		5	160275	160548					
S000000807	ORF	Verified	YER005W	YND1	YEJ5	chromosome 5	S000007428	5	160549	162441	W		5/19/00	5/19/00	"Apyrase with wide substrate specificity, involved in preventing the inhibition of glycosylation by hydrolyzing nucleoside tri- and diphosphates which are inhibitors of glycotransferases; partially redundant with Gda1p"
S0000000DG	intergenic		between YER005W and YER006W			chromosome 5		5	162442	162721					
S000000808	ORF	Verified	YER006W	NUG1		chromosome 5		5	162722	164284	W		5/19/00	5/19/00	"GTPase that associates with nuclear 60S pre-ribosomes, required for export of 60S ribosomal subunits from the nucleus"
S0000000DG	intergenic		between YER006W and YER006C-A			chromosome 5		5	164285	164342					
S000000809	ORF	Verified	YER007W	PAC2		chromosome 5	L000001329	5	164526	166082	W		5/19/00	5/19/00	"Microtubule effector required for tubulin heterodimer formation, binds alpha-tubulin, required for normal microtubule function, null mutant exhibits cold-sensitive microtubules and sensitivity to benomyl"
S000028745	ORF	Dubious	YER006C-A			chromosome 5		5	164660	164343	C		7/29/03	7/29/03	Questionable ORF from MIPS
S0000000DG	intergenic		between YER007W and YER007C-A			chromosome 5		5	166083	166235					
S000032951	intron					YER007C-A		5	166873	166771	C		5/19/00	5/19/00	
S000002957	ORF	Verified	YER007C-A	TMA20	RBF20	chromosome 5		5	166884	166236	C		5/19/00	5/19/00	Protein of unknown function that associates with ribosomes and has a putative RNA binding domain; interacts with Tma22p; null mutant exhibits translation defects; has homology to human oncogene MCT-1
S0000000DG	intergenic		between YER007C-A and snR14			chromosome 5		5	166885	167425					
S000006499	snRNA		snR14	SNR14		chromosome 5	L000001965	5	167585	167426	C		5/19/00	5/19/00	U4 spliceosomal RNA; interacts with U6; snRNA U4
S000036593	noncoding_exon					snR14		5	167585	167426	C		5/19/00	5/19/00	
S0000000DG	intergenic		between snR14 and YER008C			chromosome 5		5	167586	167806					
S000000810	ORF	Verified	YER008C	SEC3	PSL1	chromosome 5	L000001829|L000001520	5	171817	167807	C	3	5/19/00	5/19/00	"Non-essential subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, Exo84p) which mediates targeting of post-Golgi vesicles to sites of active exocytosis; Sec3p specifically is a spatial landmark for secretion"
S0000000DG	intergenic		between YER008C and YER009W			chromosome 5		5	171818	172113					
S000000811	ORF	Verified	YER009W	NTF2		chromosome 5	L000002863	5	172114	172491	W		5/19/00	5/19/00	"Nuclear envelope protein, interacts with GDP-bound Gsp1p and with proteins of the nuclear pore to transport Gsp1p into the nucleus where it is an essential player in nucleocytoplasmic transport"
S0000000DG	intergenic		between YER009W and YER010C			chromosome 5		5	172492	172632					
S000000812	ORF	Verified	YER010C			chromosome 5		5	173337	172633	C		5/19/00	5/19/00	"Protein of unknown function, forms a ring-shaped homotrimer; has similarity to members of the prokaryotic rraA family; possibly involved in a phosphotransfer reaction"
S000077383	ARS		ARS511			chromosome 5		5	173337	174292			10/19/04	10/19/04	Autonomously Replicating Sequence
S0000000DG	intergenic		between ARS511 and YER011W			chromosome 5		5	174293	175246					
S000000813	ORF	Verified	YER011W	TIR1	SRP1	chromosome 5	L000002059	5	175247	176011	W		5/19/00	5/19/00	Cell wall mannoprotein of the Srp1p/Tip1p family of serine-alanine-rich proteins; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking
S0000000DG	intergenic		between YER011W and YERWdelta7			chromosome 5		5	176012	176703					
S000006912	long_terminal_repeat		YERWdelta7			chromosome 5		5	176704	176855	W		5/19/00	5/19/00	Ty1 LTR
S0000000DG	intergenic		between YERWdelta7 and tE(UUC)E1			chromosome 5		5	176856	177097					
S000006550	tRNA		tE(UUC)E1			chromosome 5	L000003792	5	177098	177169	W		5/19/00	5/19/00	tRNA-Glu
S000034436	noncoding_exon					tE(UUC)E1		5	177098	177169	W		5/19/00	5/19/00	
S0000000DG	intergenic		between tE(UUC)E1 and YER012W			chromosome 5		5	177170	177833					
S000000814	ORF	Verified	YER012W	PRE1		chromosome 5	L000001483	5	177834	178430	W		5/19/00	5/19/00	20S proteasome beta-type subunit; localizes to the nucleus throughout the cell cycle
S0000000DG	intergenic		between YER012W and YER013W			chromosome 5		5	178431	178839					
S000000815	ORF	Verified	YER013W	PRP22		chromosome 5	L000001508	5	178840	182277	W		5/19/00	5/19/00	"DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase, associates with lariat intermediates before the second catalytic step of splicing; mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes"
S0000000DG	intergenic		between YER013W and YER014W			chromosome 5		5	182278	182598					
S000000816	ORF	Verified	YER014W	HEM14		chromosome 5	L000003353	5	182599	184218	W		5/19/00	5/19/00	"Protoporphyrinogen oxidase, a mitochondrial enzyme that catalyzes the seventh step in the heme biosynthetic pathway, converting protoporphyrinogen IX to protoporphyrin IX"
S000000817	ORF	Verified	YER015W	FAA2	FAM1	chromosome 5	L000000595|L000000599	5	184540	186774	W		5/19/00	5/19/00	"Long chain fatty acyl-CoA synthetase; accepts a wider range of acyl chain lengths than Faa1p, preferring C9:0-C13:0; involved in the activation of endogenous pools of fatty acids"
S000037102	intron					YER014C-A		5	184676	184169	C		2/14/01	2/14/01	
S000007590	ORF	Uncharacterized	YER014C-A	BUD25		chromosome 5		5	184699	183730	C		2/14/01	2/14/01	Protein involved in bud-site selection; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern
S0000000DG	intergenic		between YER015W and YER016W			chromosome 5		5	186775	188275					
S000000818	ORF	Verified	YER016W	BIM1	EB1|YEB1	chromosome 5	L000003272	5	188276	189310	W		5/19/00	5/19/00	Microtubule-binding protein that together with Kar9p makes up the cortical microtubule capture site and delays the exit from mitosis when the spindle is oriented abnormally
S0000000DG	intergenic		between YER016W and YER017C			chromosome 5		5	189311	189501					
S000000819	ORF	Verified	YER017C	AFG3	YTA10	chromosome 5	L000002562|L000000057	5	191787	189502	C		5/19/00	5/19/00	"Component, with Yta12p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes"
S0000000DG	intergenic		between YER017C and YER018C			chromosome 5		5	191788	191957					
S000000820	ORF	Verified	YER018C	SPC25		chromosome 5	L000004695	5	192623	191958	C		5/19/00	5/19/00	"Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering"
S0000000DG	intergenic		between YER018C and YER019W			chromosome 5		5	192624	192795					
S000000821	ORF	Verified	YER019W	ISC1		chromosome 5		5	192796	194229	W		5/19/00	5/19/00	"Inositol phosphosphingolipid phospholipase C, hydrolyzes inositolphosphosphingolipids, activated by phosphatidylserine, cardiolipin, and phosphatidylglycerol, mediates Na+ and Li+ halotolerance, contains a P loop-like domain"
S0000000DG	intergenic		between YER019W and YER019C-A			chromosome 5		5	194230	194271					
S000002127	ORF	Verified	YER019C-A	SBH2	SEB2	chromosome 5	L000002847|L000004138	5	194538	194272	C		5/19/00	5/19/00	"Ssh1p-Sss1p-Sbh2p complex component, involved in protein translocation into the endoplasmic reticulum; homologous to Sbh1p"
S0000000DG	intergenic		between YER019C-A and YER020W			chromosome 5		5	194539	195166					
S000000822	ORF	Verified	YER020W	GPA2	SSP101	chromosome 5	L000000721	5	195167	196516	W	10	5/19/00	5/19/00	"Nucleotide binding alpha subunit of the heterotrimeric G protein that interacts with the receptor Gpr1p, has signaling role in response to nutrients; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"
S0000000DG	intergenic		between YER020W and YER021W			chromosome 5		5	196517	196946					
S000000823	ORF	Verified	YER021W	RPN3	SUN2	chromosome 5	L000003109	5	196947	198518	W		5/19/00	5/19/00	"Essential, non-ATPase regulatory subunit of the 26S proteasome lid, similar to the p58 subunit of the human 26S proteasome; temperature-sensitive alleles cause metaphase arrest, suggesting a role for the proteasome in cell cycle control"
S0000000DG	intergenic		between YER021W and YER022W			chromosome 5		5	198519	198810					
S000000824	ORF	Verified	YER022W	SRB4	MED17	chromosome 5	L000002051	5	198811	200874	W		5/19/00	5/19/00	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation
S0000000DG	intergenic		between YER022W and YER023W			chromosome 5		5	200875	201074					
S000000825	ORF	Verified	YER023W	PRO3	ORE2	chromosome 5	L000001493	5	201075	201935	W	23	5/19/00	5/19/00	"Delta 1-pyrroline-5-carboxylate reductase, catalyzes the last step in proline biosynthesis"
S000028622	ORF	Dubious	YER023C-A			chromosome 5		5	201733	201521	C		7/29/03	7/29/03	"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
S0000000DG	intergenic		between YER023W and YER024W			chromosome 5		5	201936	202190					
S000000826	ORF	Verified	YER024W	YAT2		chromosome 5		5	202191	204962	W		5/19/00	5/19/00	"Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane"
S0000000DG	intergenic		between YER024W and YER025W			chromosome 5		5	204963	205249					
S000000827	ORF	Verified	YER025W	GCD11	SUI4	chromosome 5	L000000677	5	205250	206833	W	14	5/19/00	5/19/00	"Gamma subunit of the translation initiation factor eIF2, involved in the identification of the start codon; binds GTP when forming the ternary complex with GTP and tRNAi-Met"
S0000000DG	intergenic		between YER025W and tH(GUG)E1			chromosome 5		5	206834	207355					
S000006593	tRNA		tH(GUG)E1			chromosome 5	L000003793	5	207356	207427	W		5/19/00	5/19/00	tRNA-His
S000035209	noncoding_exon					tH(GUG)E1		5	207356	207427	W		5/19/00	5/19/00	
S0000000DG	intergenic		between tH(GUG)E1 and YER026C			chromosome 5		5	207428	207642					
S000000828	ORF	Verified	YER026C	CHO1	PSS1	chromosome 5	L000000327|L000001521	5	208473	207643	C	22	5/19/00	5/19/00	"Phosphatidylserine synthase, functions in phospholipid biosynthesis; catalyzes the reaction CDP-diaclyglycerol + L-serine = CMP + L-1-phosphatidylserine, transcriptionally repressed by myo-inositol and choline"
S0000000DG	intergenic		between YER026C and YER027C			chromosome 5		5	208474	208977					
S000000829	ORF	Verified	YER027C	GAL83	SPM1	chromosome 5	L000000666	5	210231	208978	C	11	5/19/00	5/19/00	"One of three possible beta-subunits of the Snf1 kinase complex, allows nuclear localization of the Snf1 kinase complex in the presence of a nonfermentable carbon source; contains glycogen-binding domain"
S0000000DG	intergenic		between YER027C and YER028C			chromosome 5		5	210232	210690					
S000000830	ORF	Verified	YER028C	MIG3		chromosome 5		5	211875	210691	C		5/19/00	5/19/00	"Probable transcriptional repressor involved in response to toxic agents such as hydroxyurea that inhibit ribonucleotide reductase; phosphorylation by Snf1p or the Mec1p pathway inactivates Mig3p, allowing induction of damage response genes"
S000077384	ARS		ARS512			chromosome 5		5	211875	212586			10/19/04	10/19/04	Autonomously Replicating Sequence
S000000831	ORF	Verified	YER029C	SMB1		chromosome 5	L000004361	5	213176	212586	C		5/19/00	5/19/00	"Core Sm protein Sm B; part of heteroheptameric complex (with Smd1p, Smd2p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm B and Sm B'"
S0000000DG	intergenic		between YER029C and YER030W			chromosome 5		5	213177	213435					
S000000832	ORF	Uncharacterized	YER030W			chromosome 5		5	213436	213897	W		11/29/05	2000-05-19|2005-11-29	Putative chaperone for Htz1p/H2A-H2B dimer
S0000000DG	intergenic		between YER030W and YER031C			chromosome 5		5	213898	214074					
S000000833	ORF	Verified	YER031C	YPT31	YPT8	chromosome 5	L000002545	5	214746	214075	C		5/19/00	5/19/00	"GTPase of the Ypt/Rab family, very similar to Ypt32p; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi"
S0000000DG	intergenic		between YER031C and YER032W			chromosome 5		5	214747	215061					
S000000834	ORF	Verified	YER032W	FIR1	PIP1	chromosome 5	L000003487	5	215062	217692	W		9/22/03	9/22/03	"Protein involved in 3' mRNA processing, interacts with Ref2p; potential Cdc28p substrate"
S0000000DG	intergenic		between YER032W and YER033C			chromosome 5		5	217693	218055					
S000000835	ORF	Verified	YER033C	ZRG8		chromosome 5	S000007518	5	221286	218056	C		5/19/00	5/19/00	"Cytoplasmic protein of unknown function, transcription is induced under conditions of zinc deficiency"
S0000000DG	intergenic		between YER033C and YER034W			chromosome 5		5	221287	221844					
S000000836	ORF	Uncharacterized	YER034W			chromosome 5		5	221845	222402	W		5/19/00	5/19/00	Hypothetical protein
S0000000DG	intergenic		between YER034W and YER035W			chromosome 5		5	222403	222637					
S000000837	ORF	Verified	YER035W	EDC2		chromosome 5		5	222638	223075	W		5/19/00	5/19/00	"RNA-binding protein, activates mRNA decapping directly by binding to the mRNA substrate and enhancing the activity of the decapping proteins Dcp1p and Dcp2p"
S0000000DG	intergenic		between YER035W and YER036C			chromosome 5		5	223076	223365					
S000000838	ORF	Uncharacterized	YER036C	ARB1		chromosome 5		5	225198	223366	C		5/19/00	5/19/00	"ATPase of the ATP-binding cassette (ABC) family involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p; shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p"
S0000000DG	intergenic		between YER036C and YER037W			chromosome 5		5	225199	225887					
S000000839	ORF	Verified	YER037W	PHM8		chromosome 5		5	225888	226853	W		5/19/00	5/19/00	"Protein of unknown function, expression is induced by low phosphate levels and by inactivation of Pho85p"
S0000000DG	intergenic		between YER037W and YER038C			chromosome 5		5	226854	226856					
S000000840	ORF	Verified	YER038C	KRE29		chromosome 5		5	228251	226857	C		5/19/00	5/19/00	Essential subunit of the Mms21-Smc5-Smc6 complex; protein of unknown function; required for growth and DNA repair; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance
S0000000DG	intergenic		between YER038C and YER038W-A			chromosome 5		5	228252	228449					
S000028746	ORF	Dubious	YER038W-A			chromosome 5		5	228450	228830	W		7/29/03	7/29/03	"Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 99% of ORF overlaps the verified gene HVG1; protein product detected in mitochondria"
S000000841	ORF	Verified	YER039C	HVG1	YEM9	chromosome 5	L000003907	5	229204	228455	C		5/19/00	5/19/00	"Protein of unknown function, has homology to Vrg4p"
S0000000DG	intergenic		between YER039C and YER039C-A			chromosome 5		5	229205	229261					
S000007226	ORF	Uncharacterized	YER039C-A			chromosome 5		5	229480	229262	C		5/19/00	5/19/00	Hypothetical protein
S0000000DG	intergenic		between YER039C-A and YER040W			chromosome 5		5	229481	229793					
S000000842	ORF	Verified	YER040W	GLN3		chromosome 5	L000000710	5	229794	231986	W	38	5/19/00	5/19/00	"Transcriptional activator of genes regulated by nitrogen catabolite repression (NCR), localization and activity regulated by quality of nitrogen source"
S0000000DG	intergenic		between YER040W and YER041W			chromosome 5		5	231987	232459					
S000000843	ORF	Verified	YER041W	YEN1		chromosome 5		5	232460	234739	W		5/19/00	5/19/00	"Protein of unknown function, has similarity to endonuclease Rth1p; potentially phosphorylated by Cdc28p"
S0000000DG	intergenic		between YER041W and YER042W			chromosome 5		5	234740	234935					
S000000844	ORF	Verified	YER042W	MXR1	MSRA	chromosome 5	L000004794	5	234936	235490	W		5/19/00	5/19/00	"Peptide methionine sulfoxide reductase, reverses the oxidation of methionine residues; involved in oxidative damage repair, providing resistance to oxidative stress and regulation of lifespan"
S0000000DG	intergenic		between YER042W and YER043C			chromosome 5		5	235491	235768					
S000000845	ORF	Verified	YER043C	SAH1		chromosome 5	L000002989	5	237118	235769	C		5/19/00	5/19/00	"S-adenosyl-L-homocysteine hydrolase, catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S-adenosyl-L-methionine (AdoMet) to an acceptor"
S0000000DG	intergenic		between YER043C and YER044C			chromosome 5		5	237119	237568					
